level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
3	1	51	1	0	0	2982	2009	445	136	-1	
4	1	51	1	1	0	2982	2009	445	44	-1	
5	1	51	1	1	1	2982	2012	107	41	96.231941	नसक्नुको
5	1	51	1	1	2	3118	2021	66	23	96.468163	प्रभाव
5	1	51	1	1	3	3213	2009	90	35	96.046211	वैदेशिक
5	1	51	1	1	4	3332	2021	95	24	96.348175	सहायता
4	1	51	1	2	0	2982	2057	445	38	-1	
5	1	51	1	2	1	2982	2057	142	33	96.022209	परिचालनमा
5	1	51	1	2	2	3150	2057	97	38	96.156326	देखिएको
5	1	51	1	2	3	3273	2058	25	33	93.249771	हो
5	1	51	1	2	4	3326	2067	2	22	91.773750	।
5	1	51	1	2	5	3358	2057	69	34	83.999084	'पहिले
4	1	51	1	3	0	2982	2103	444	42	-1	
5	1	51	1	3	1	2982	2104	107	32	96.571709	सरकारले
5	1	51	1	3	2	3126	2103	47	33	95.592842	खर्च
5	1	51	1	3	3	3209	2104	50	32	95.762932	गरेर
5	1	51	1	3	4	3295	2103	49	35	96.639221	पछि
5	1	51	1	3	5	3380	2113	46	32	78.072090	दातृ
2	1	52	0	0	0	3474	2011	445	125	-1	
3	1	52	1	0	0	3474	2011	445	125	-1	
4	1	52	1	1	0	3476	2011	443	33	-1	
5	1	52	1	1	1	3476	2021	56	23	96.249954	असर
5	1	52	1	1	2	3555	2011	80	33	91.564758	विकास
5	1	52	1	1	3	3657	2011	108	32	95.384918	निर्माणमा
5	1	52	1	1	4	3787	2012	46	32	94.761581	परेर
5	1	52	1	1	5	3856	2021	63	23	87.760124	समग्र
4	1	52	1	2	0	3476	2057	440	42	-1	
5	1	52	1	2	1	3476	2057	80	32	93.238960	आर्थिक
5	1	52	1	2	2	3582	2057	106	42	90.164474	वृद्धिदरमा
5	1	52	1	2	3	3717	2067	56	23	96.332619	असर
5	1	52	1	2	4	3799	2057	38	32	96.607269	पर्ने
5	1	52	1	2	5	3863	2067	23	25	93.204590	छ
5	1	52	1	2	6	3914	2067	2	22	91.651398	।
4	1	52	1	3	0	3474	2101	445	35	-1	
5	1	52	1	3	1	3474	2113	82	23	96.648422	सरकार
5	1	52	1	3	2	3591	2101	76	34	95.445992	आफैँले
5	1	52	1	3	3	3699	2103	45	32	95.424812	पनि
5	1	52	1	3	4	3776	2113	41	23	96.296272	यस
5	1	52	1	3	5	3849	2103	70	32	90.852806	वर्षको
2	1	53	0	0	0	3291	2158	564	4	-1	
3	1	53	1	0	0	3291	2158	564	4	-1	
4	1	53	1	1	0	3291	2158	564	4	-1	
5	1	53	1	1	1	3291	2158	564	4	95.000000	 
2	1	54	0	0	0	2982	2149	445	225	-1	
3	1	54	1	0	0	2982	2149	445	134	-1	
4	1	54	1	1	0	2982	2149	443	39	-1	
5	1	54	1	1	1	2982	2149	120	33	93.244255	निकायसँग
5	1	54	1	1	2	3116	2149	100	33	92.221169	शोधभर्ना
5	1	54	1	1	3	3229	2149	49	32	96.729797	लिने
5	1	54	1	1	4	3291	2159	82	23	93.269119	प्रचलन
5	1	54	1	1	5	3386	2150	39	38	90.093872	हो,'
4	1	54	1	2	0	2982	2195	445	39	-1	
5	1	54	1	2	1	2982	2196	73	32	96.286453	स्रोतले
5	1	54	1	2	2	3067	2196	64	38	93.301071	भन्यो,
5	1	54	1	2	3	3147	2195	52	33	92.392517	'खर्च
5	1	54	1	2	4	3210	2195	106	38	93.134315	नभएपछि
5	1	54	1	2	5	3327	2195	100	33	89.890709	शोधभर्ना
4	1	54	1	3	0	2982	2239	202	44	-1	
5	1	54	1	3	1	2982	2241	49	32	72.860420	लिने
5	1	54	1	3	2	3046	2239	37	44	96.164886	कुरै
5	1	54	1	3	3	3099	2251	58	28	93.144402	भएन
5	1	54	1	3	4	3173	2247	11	26	90.961754	।'
3	1	54	2	0	0	2982	2286	357	88	-1	
4	1	54	2	1	0	3018	2286	321	42	-1	
5	1	54	2	1	1	3018	2296	46	32	90.828232	दातृ
5	1	54	2	1	2	3102	2286	102	32	96.330170	निकायले
5	1	54	2	1	3	3242	2296	97	24	96.512405	सहायता
4	1	54	2	2	0	2982	2332	357	42	-1	
5	1	54	2	2	1	2982	2332	76	38	96.068237	नदिएर
5	1	54	2	2	2	3070	2332	58	36	96.778122	नभई
5	1	54	2	2	3	3140	2333	89	41	96.841530	मुलुकले
5	1	54	2	2	4	3241	2332	46	33	95.375610	खर्च
5	1	54	2	2	5	3300	2332	39	32	93.241531	गर्ने
2	1	55	0	0	0	3474	2149	445	127	-1	
3	1	55	1	0	0	3474	2149	445	127	-1	
4	1	55	1	1	0	3476	2149	440	42	-1	
5	1	55	1	1	1	3476	2149	82	32	93.153358	आर्थिक
5	1	55	1	1	2	3604	2149	112	42	62.879845	वृद्धिदरको
5	1	55	1	1	3	3764	2159	91	32	96.185913	अनुमान
5	1	55	1	1	4	3902	2157	14	27	73.598595	१
4	1	55	1	2	0	3474	2203	442	27	-1	
5	1	55	1	2	1	3474	2204	102	24	93.315125	दशमलव
5	1	55	1	2	2	3603	2203	12	27	96.275589	१
5	1	55	1	2	3	3645	2205	46	23	96.275589	बाट
5	1	55	1	2	4	3721	2203	17	20	95.854469	४
5	1	55	1	2	5	3768	2204	101	24	91.183586	दशमलव
5	1	55	1	2	6	3899	2203	17	20	96.784668	४
4	1	55	1	3	0	3474	2241	445	35	-1	
5	1	55	1	3	1	3474	2241	118	33	95.703827	प्रतिशतमा
5	1	55	1	3	2	3608	2242	84	32	75.024231	झारेको
5	1	55	1	3	3	3707	2251	23	25	90.579918	छ
5	1	55	1	3	4	3747	2252	2	21	90.567810	।
5	1	55	1	3	5	3766	2241	92	33	96.792511	सरकारी
5	1	55	1	3	6	3873	2241	46	33	96.224785	खर्च
2	1	56	0	0	0	3474	2251	384	2	-1	
3	1	56	1	0	0	3474	2251	384	2	-1	
4	1	56	1	1	0	3474	2251	384	2	-1	
5	1	56	1	1	1	3474	2251	384	2	95.000000	 
2	1	57	0	0	0	3424	2365	469	237	-1	
3	1	57	1	0	0	3424	2365	469	237	-1	
4	1	57	1	1	0	3424	2365	464	52	-1	
5	1	57	1	1	1	3424	2377	50	40	79.584671	ad
5	1	57	1	1	2	3492	2365	117	40	85.137009	निकायले
5	1	57	1	1	3	3627	2377	45	28	96.781715	यस
5	1	57	1	1	4	3690	2366	43	39	96.652229	वर्ष
5	1	57	1	1	5	3754	2377	12	31	96.415176	१
5	1	57	1	1	6	3785	2366	48	39	95.487656	खर्ब
5	1	57	1	1	7	3853	2377	35	31	95.487656	१८
4	1	57	1	2	0	3427	2428	466	49	-1	
5	1	57	1	2	1	3427	2429	44	38	96.320190	अर्ब
5	1	57	1	2	2	3489	2431	95	44	96.059158	सहयोग
5	1	57	1	2	3	3602	2428	50	41	57.449802	fet
5	1	57	1	2	4	3670	2428	127	44	95.200356	प्रतिबद्धता
5	1	57	1	2	5	3815	2440	78	37	72.482994	जनाए
4	1	57	1	3	0	3424	2490	382	47	-1	
5	1	57	1	3	1	3424	2490	51	40	83.938164	पनि
5	1	57	1	3	2	3495	2502	16	31	96.794617	६
5	1	57	1	3	3	3532	2490	117	47	95.012550	महिनामा
5	1	57	1	3	4	3669	2502	12	31	96.520401	१
5	1	57	1	3	5	3703	2491	44	38	95.599754	अर्ब
5	1	57	1	3	6	3768	2502	38	33	96.900368	७९
4	1	57	1	4	0	3424	2550	400	52	-1	
5	1	57	1	4	1	3424	2556	82	40	96.146927	करोड
5	1	57	1	4	2	3526	2550	55	43	95.537781	मात्रै
5	1	57	1	4	3	3599	2554	53	39	96.753319	खर्च
5	1	57	1	4	4	3672	2556	84	46	92.655754	भएको
5	1	57	1	4	5	3774	2563	50	33	91.138756	छ।
2	1	58	0	0	0	2982	2376	357	226	-1	
3	1	58	1	0	0	2982	2376	357	226	-1	
4	1	58	1	1	0	2984	2376	355	44	-1	
5	1	58	1	1	1	2984	2388	71	23	96.087204	क्षमता
5	1	58	1	1	2	3074	2376	88	44	96.099586	गुमाउँदै
5	1	58	1	1	3	3182	2388	70	28	96.512711	गएका
5	1	58	1	1	4	3271	2388	68	22	96.594727	कारण
4	1	58	1	2	0	2982	2424	357	42	-1	
5	1	58	1	2	1	2982	2434	50	32	83.848114	न्यूत
5	1	58	1	2	2	3045	2424	46	33	96.811554	खर्च
5	1	58	1	2	3	3105	2425	70	37	96.852600	भएको
5	1	58	1	2	4	3189	2425	25	33	92.437508	हो
5	1	58	1	2	5	3229	2435	3	21	75.286247	|
5	1	58	1	2	6	3247	2434	41	23	95.874817	यस
5	1	58	1	2	7	3302	2424	37	32	96.752205	वर्ष
4	1	58	1	3	0	2982	2470	357	42	-1	
5	1	58	1	3	1	2982	2480	46	32	95.766907	दातृ
5	1	58	1	3	2	3050	2470	100	32	96.457779	निकायले
5	1	58	1	3	3	3172	2470	65	33	95.089615	करिब
5	1	58	1	3	4	3248	2465	17	51	96.237114	१
5	1	58	1	3	5	3296	2470	43	32	92.187286	खर्ब
4	1	58	1	4	0	2983	2514	356	37	-1	
5	1	58	1	4	1	2983	2524	33	27	95.613289	१८
5	1	58	1	4	2	3043	2516	39	32	96.482178	अर्ब
5	1	58	1	4	3	3103	2514	63	35	96.321114	रुपैयाँ
5	1	58	1	4	4	3188	2517	86	33	96.311523	सहयोग
5	1	58	1	4	5	3295	2516	44	33	95.835854	दिने
4	1	58	1	5	0	2982	2561	355	41	-1	
5	1	58	1	5	1	2982	2561	112	34	90.857582	प्रतिबद्धता
5	1	58	1	5	2	3114	2571	101	28	96.245804	जनाएका
5	1	58	1	5	3	3235	2571	45	31	93.040390	छन्‌
5	1	58	1	5	4	3298	2572	3	21	93.040390	।
5	1	58	1	5	5	3324	2569	13	27	94.493225	६
2	1	59	0	0	0	28	2378	418	131	-1	
3	1	59	1	0	0	28	2378	418	131	-1	
4	1	59	1	1	0	28	2378	304	38	-1	
5	1	59	1	1	1	28	2388	78	22	95.368477	क्रममा
5	1	59	1	1	2	120	2378	50	34	95.816216	केही
5	1	59	1	1	3	184	2378	53	32	96.057236	कमी
5	1	59	1	1	4	254	2379	78	37	95.954361	आएको
4	1	59	1	2	0	28	2424	418	42	-1	
5	1	59	1	2	1	28	2424	149	42	96.813225	कान्तिपुरलाई
5	1	59	1	2	2	192	2434	66	28	93.114578	बताए
5	1	59	1	2	3	275	2434	2	22	89.503708	|
5	1	59	1	2	4	296	2424	74	33	37.382210	स्थिति
5	1	59	1	2	5	385	2434	61	24	95.843964	सहज
4	1	59	1	3	0	28	2468	347	41	-1	
5	1	59	1	3	1	28	2470	123	33	96.265137	बनिसकेको
5	1	59	1	3	2	166	2468	54	41	27.116203	छैन,
5	1	59	1	3	3	238	2471	62	32	96.240898	उनले
5	1	59	1	3	4	316	2471	40	31	93.044281	भने
5	1	59	1	3	5	373	2481	2	21	76.448883	|
2	1	60	0	0	0	610	2415	1430	43	-1	
3	1	60	1	0	0	610	2415	1430	43	-1	
4	1	60	1	1	0	610	2415	1430	43	-1	
5	1	60	1	1	1	610	2417	208	32	80.265221	प्रधानन्यायाधीशको
5	1	60	1	1	2	833	2419	91	39	96.458565	नेतृत्वमा
5	1	60	1	1	3	939	2417	75	41	95.242050	चुनावी
5	1	60	1	1	4	1028	2426	87	25	96.238625	सरकार
5	1	60	1	1	5	1130	2426	84	23	96.341995	गठनका
5	1	60	1	1	6	1229	2415	58	34	96.097992	बाँकी
5	1	60	1	1	7	1304	2416	100	38	96.275215	असहमति
5	1	60	1	1	8	1419	2420	93	38	95.576576	टुंग्याउन
5	1	60	1	1	9	1527	2420	102	30	96.468307	मंगलबार
5	1	60	1	1	10	1644	2419	68	30	96.566849	बसेको
5	1	60	1	1	11	1728	2426	47	25	96.898056	चार
5	1	60	1	1	12	1790	2426	68	23	96.367409	दलका
5	1	60	1	1	13	1873	2419	75	30	96.333214	नेताको
5	1	60	1	1	14	1963	2415	57	34	93.253410	बैठक
5	1	60	1	1	15	2036	2424	4	27	92.099319	|
2	1	61	0	0	0	610	2496	2230	6	-1	
3	1	61	1	0	0	610	2496	2230	6	-1	
4	1	61	1	1	0	610	2496	2230	6	-1	
5	1	61	1	1	1	610	2496	2230	6	95.000000	 
2	1	62	0	0	0	50	2551	67	20	-1	
3	1	62	1	0	0	50	2551	67	20	-1	
4	1	62	1	1	0	50	2551	67	20	-1	
5	1	62	1	1	1	50	2551	67	20	0.000000	ory
2	1	63	0	0	0	55	2549	381	65	-1	
3	1	63	1	0	0	55	2549	381	65	-1	
4	1	63	1	1	0	55	2549	381	65	-1	
5	1	63	1	1	1	55	2549	212	65	0.000000	हामीला
5	1	63	1	1	2	427	2560	9	33	17.627602	ue
2	1	64	0	0	0	1045	2571	322	2	-1	
3	1	64	1	0	0	1045	2571	322	2	-1	
4	1	64	1	1	0	1045	2571	322	2	-1	
5	1	64	1	1	1	1045	2571	322	2	95.000000	 
2	1	65	0	0	0	608	2562	759	41	-1	
3	1	65	1	0	0	608	2562	759	41	-1	
4	1	65	1	1	0	608	2562	759	41	-1	
5	1	65	1	1	1	608	2565	118	36	96.358864	कान्तिपुर
5	1	65	1	1	2	735	2568	127	28	95.554337	संवाददाता
5	1	65	1	1	3	1045	2562	103	32	96.785782	संयन्त्रको
5	1	65	1	1	4	1162	2571	79	32	94.095612	सुझाव
5	1	65	1	1	5	1256	2571	14	22	96.560562	र
5	1	65	1	1	6	1285	2571	82	23	95.635429	सरकार
2	1	66	0	0	0	608	2607	390	2	-1	
3	1	66	1	0	0	608	2607	390	2	-1	
4	1	66	1	1	0	608	2607	390	2	-1	
5	1	66	1	1	1	608	2607	390	2	95.000000	 
2	1	67	0	0	0	2982	2617	325	2	-1	
3	1	67	1	0	0	2982	2617	325	2	-1	
4	1	67	1	1	0	2982	2617	325	2	-1	
5	1	67	1	1	1	2982	2617	325	2	95.000000	 
2	1	68	0	0	0	24	2720	449	8	-1	
3	1	68	1	0	0	24	2720	449	8	-1	
4	1	68	1	1	0	24	2720	449	8	-1	
5	1	68	1	1	1	24	2720	449	8	95.000000	 
2	1	69	0	0	0	20	2655	452	617	-1	
3	1	69	1	0	0	20	2655	452	617	-1	
4	1	69	1	1	0	20	2655	452	617	-1	
5	1	69	1	1	1	20	2655	452	617	95.000000	 
2	1	70	0	0	0	23	2721	4	569	-1	
3	1	70	1	0	0	23	2721	4	569	-1	
4	1	70	1	1	0	23	2721	4	569	-1	
5	1	70	1	1	1	23	2721	4	569	95.000000	 
2	1	71	0	0	0	467	2721	8	569	-1	
3	1	71	1	0	0	467	2721	8	569	-1	
4	1	71	1	1	0	467	2721	8	569	-1	
5	1	71	1	1	1	467	2721	8	569	95.000000	 
2	1	72	0	0	0	24	3288	449	2	-1	
3	1	72	1	0	0	24	3288	449	2	-1	
4	1	72	1	1	0	24	3288	449	2	-1	
5	1	72	1	1	1	24	3288	449	2	95.000000	 
2	1	73	0	0	0	85	3307	322	78	-1	
3	1	73	1	0	0	85	3307	322	78	-1	
4	1	73	1	1	0	141	3307	207	39	-1	
5	1	73	1	1	1	141	3307	31	31	93.194267	काँ
5	1	73	1	1	2	188	3314	64	23	37.718414	'न्याय'
5	1	73	1	1	3	268	3317	29	29	93.244987	हुनु
5	1	73	1	1	4	313	3315	35	25	89.976051	?...
4	1	73	1	2	0	85	3355	322	30	-1	
5	1	73	1	2	1	85	3355	166	28	90.077248	पर्धानन्यायाधीश
5	1	73	1	2	2	266	3363	53	20	93.257240	माग्न
5	1	73	1	2	3	335	3356	53	29	54.684486	आ"रे
5	1	73	1	2	4	403	3361	4	24	78.128654	|
2	1	74	0	0	0	18	3410	460	223	-1	
3	1	74	1	0	0	18	3410	460	223	-1	
4	1	74	1	1	0	18	3410	460	223	-1	
5	1	74	1	1	1	18	3410	460	223	95.000000	 
2	1	75	0	0	0	608	2651	389	127	-1	
3	1	75	1	0	0	608	2651	389	127	-1	
4	1	75	1	1	0	608	2651	389	44	-1	
5	1	75	1	1	1	608	2651	120	35	91.671890	काठमाडौं-
5	1	75	1	1	2	745	2654	114	32	96.595078	सरकारको
5	1	75	1	1	3	874	2654	69	41	94.880440	नेतृत्व
5	1	75	1	1	4	958	2653	39	32	94.127182	गर्न
4	1	75	1	2	0	608	2699	334	34	-1	
5	1	75	1	2	1	608	2699	125	33	95.969604	राजनीतिक
5	1	75	1	2	2	747	2700	102	33	96.267868	दलहरूले
5	1	75	1	2	3	864	2700	78	32	96.220634	राखेका
4	1	75	1	3	0	608	2745	385	33	-1	
5	1	75	1	3	1	608	2745	42	33	95.949989	सर्त
5	1	75	1	3	2	665	2755	14	23	93.257378	र
5	1	75	1	3	3	695	2745	101	33	91.812813	भाषाप्रति
5	1	75	1	3	4	811	2745	182	33	96.331261	प्रधानन्यायाधीश
2	1	76	0	0	0	608	2709	334	2	-1	
3	1	76	1	0	0	608	2709	334	2	-1	
4	1	76	1	1	0	608	2709	334	2	-1	
5	1	76	1	1	1	608	2709	334	2	95.000000	 
2	1	77	0	0	0	1045	2607	373	172	-1	
3	1	77	1	0	0	1045	2607	373	172	-1	
4	1	77	1	1	0	1045	2607	355	42	-1	
5	1	77	1	1	1	1045	2608	94	41	95.758904	प्रमुखको
5	1	77	1	1	2	1154	2607	114	33	95.648369	परामर्शमा
5	1	77	1	1	3	1283	2607	117	41	96.580879	राष्ट्रपतिले
4	1	77	1	2	0	1048	2653	346	33	-1	
5	1	77	1	2	1	1048	2663	106	23	96.148560	आवश्यक
5	1	77	1	2	2	1168	2653	68	32	96.223457	निर्णय
5	1	77	1	2	3	1251	2653	49	32	96.231171	लिने
5	1	77	1	2	4	1314	2654	80	32	96.369217	उल्लेख
4	1	77	1	3	0	1045	2699	373	33	-1	
5	1	77	1	3	1	1045	2699	56	32	91.007629	थियो
5	1	77	1	3	2	1107	2695	12	46	91.007629	।
5	1	77	1	3	3	1137	2700	84	32	95.889488	त्यसको
5	1	77	1	3	4	1238	2699	40	32	96.174576	अर्थ
5	1	77	1	3	5	1293	2699	125	33	95.349922	राजनीतिक
4	1	77	1	4	0	1045	2746	293	33	-1	
